Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,1,1,17,1,2,0,0.275306417,50,1.617284405,0
1,1,1,6,1,2,0,0.271639437,50,0.5285213,0
0,5,1,7,0,1,0,0.838646279,71,-1.541325042,0
0,5,1,16,0,1,1,-1.604364809,23,0.384948143,0
1,2,1,46,1,2,0,-0.52386612,50,-1.433645175,0
1,1,1,51,1,2,0,2.408686848,59,-1.170427721,0
0,1,1,51,1,2,0,0.31667454,50,-0.249166632,0
0,9,1,22,1,1,0,-1.604364809,71,0.277268276,0
1,1,1,49,1,2,0,-0.184785028,50,0.07387297,0
0,8,1,23,0,1,1,0.239897138,23,-1.19435658,0
1,1,1,41,1,2,0,-0.648027784,50,-0.285059921,0
0,1,1,36,1,2,0,-0.24752477,59,0.157623978,0
0,0,1,49,0,2,1,-0.133791082,59,-1.64900491,1
0,8,1,36,1,1,0,0.326586846,23,1.246387083,0
1,12,1,21,0,1,1,1.153834702,22,-1.481502894,0
1,1,1,18,1,2,0,-0.402110912,59,1.509604537,0
0,7,1,17,1,1,0,-0.198192425,71,1.413889099,0
0,2,1,33,0,1,1,-0.172122486,23,1.485675678,0
1,2,1,51,1,2,0,-0.030886445,50,-0.500419656,0
0,12,1,51,0,1,1,2.312371317,109,-0.799530399,0
1,1,1,31,0,2,0,0.326243066,50,-0.285059921,0
0,7,1,21,0,0,1,0.495726316,22,1.413889099,0
1,1,1,41,0,1,1,-0.227241785,23,1.677106553,0
1,1,1,50,1,2,0,-0.190571981,50,-0.943103556,0
0,4,1,21,0,1,1,-0.095803457,71,0.265303846,0
0,1,1,36,1,2,0,-0.308431023,50,-1.21828544,0
0,8,1,46,1,1,1,0.300574204,70,1.306209232,0
0,1,1,29,0,2,1,0.309340579,50,0.193517268,1
0,6,1,51,0,1,1,1.328474643,71,-0.428633078,0
0,1,1,21,1,2,0,-1.604364809,59,-0.3568465,0
0,8,1,21,0,0,1,1.322515799,22,0.205481697,1
1,5,1,21,0,1,1,0.729209833,71,-0.679886102,1
0,2,1,7,1,2,0,0.44874313,50,-0.045771327,0
0,5,1,33,1,1,0,0.425996392,23,1.246387083,0
0,2,1,6,0,2,1,-0.594226306,50,-1.529360612,0
0,1,1,26,0,2,1,-0.229533648,50,-1.457574034,0
1,6,1,41,0,1,1,0.762671029,60,0.600307878,0
0,8,1,21,0,1,1,0.313351339,71,-0.883281407,0
0,6,1,21,0,1,1,-1.604364809,23,1.593355545,0
1,7,1,21,1,1,0,-0.174299756,101,-0.560241805,0
1,2,1,27,1,2,0,0.232104804,50,0.408877003,0
1,1,1,29,0,2,1,1.054998121,71,0.145659549,0
0,5,1,0,0,0,1,-1.604364809,23,0.995134059,0
1,10,1,27,1,1,0,-1.604364809,23,-0.77560154,0
0,5,1,27,0,1,1,-0.196072452,71,-0.368810929,1
1,1,1,7,0,2,0,0.28544791,49,-1.493467323,0
0,12,1,19,0,1,1,-0.002696533,67,-0.572206235,0
1,1,1,29,1,2,0,0.790402568,50,1.306209232,0
1,5,1,34,0,1,1,0.093447109,23,1.677106553,0
0,6,1,44,0,1,1,0.182199493,71,-0.34488207,0
0,2,1,6,1,2,0,0.026582013,50,0.684058886,0
0,6,1,21,0,1,1,0.918059322,71,0.995134059,1
0,1,1,46,0,2,0,0.710760338,59,1.222458224,0
1,4,1,26,0,1,1,0.179105479,71,0.600307878,1
1,6,1,36,0,1,1,0.264649255,23,0.408877003,0
1,1,1,45,1,2,0,-0.310665589,49,-1.158463291,0
1,1,1,3,1,2,0,-0.141927195,50,-1.314000877,0
0,12,1,41,1,1,0,0.508045078,10,0.301197135,0
1,1,1,2,1,2,0,0.323149052,49,-1.230249869,0
1,7,1,33,0,1,1,-0.096605609,71,1.162636075,0
1,5,1,42,0,1,1,-0.197332976,71,1.629248834,1
0,4,1,21,0,1,1,0.215947172,50,0.875489762,1
0,1,1,51,1,2,0,0.229927535,50,0.899418621,0
1,1,1,12,1,2,0,0.243048449,50,1.545497826,0
1,11,1,21,1,1,0,-1.604364809,71,-0.883281407,0
1,3,1,21,0,2,1,0.741127519,50,0.995134059,0
1,2,1,7,0,2,1,-1.604364809,50,0.193517268,0
1,9,1,25,1,1,0,-1.604364809,23,1.270315943,0
1,1,1,7,1,2,0,0.117339778,50,0.767809894,0
1,1,1,46,1,2,0,0.477563304,50,0.791738754,0
0,2,1,8,0,2,0,-0.40715301,50,0.09780183,0
1,2,1,7,0,2,0,0.423704529,50,0.456734721,0
1,1,1,10,1,2,0,-0.139979111,50,0.193517268,0
0,2,1,21,1,2,0,1.034371357,50,-1.314000877,0
1,2,1,29,1,2,0,0.20529001,50,1.270315943,0
0,9,1,24,0,1,1,-0.229590945,71,1.102813927,0
1,11,1,21,0,1,1,2.646696794,71,-0.931139126,0
1,5,1,42,0,0,1,-0.215839768,23,1.593355545,0
1,1,1,40,1,2,0,-0.717700412,50,-0.500419656,0
0,1,1,33,1,2,0,-0.073457795,50,0.672094456,0
0,6,1,21,1,1,0,0.065658273,71,1.102813927,0
1,4,1,22,1,1,0,-1.604364809,59,-1.505431753,0
1,2,1,21,1,2,0,-0.10795033,50,-0.069700186,0
0,4,1,20,0,1,1,-0.540424829,50,-1.684898199,0
0,5,1,21,0,1,1,0.792006872,71,-1.014890134,1
0,4,1,10,1,1,0,0.149597746,54,0.313161565,0
1,9,1,21,0,0,1,0.957020989,71,0.93531191,1
1,1,1,22,1,2,0,0.22517192,50,0.313161565,0
0,1,1,33,0,2,1,0.149425856,50,0.624236738,0
1,1,1,36,1,2,0,-0.105486577,50,0.337090424,0
0,7,1,42,0,1,1,0.149139373,58,-0.225237773,0
0,9,1,18,0,0,1,-0.164845822,71,-0.045771327,1
0,3,1,29,0,1,0,-0.183180724,23,0.014050822,1
0,4,1,27,0,1,1,0.293011057,23,0.289232705,0
0,6,1,51,0,1,1,-1.604364809,74,1.37799581,0
1,4,1,21,1,1,0,-0.0900738,23,-1.361858596,0
0,0,1,51,0,2,0,1.642459838,59,-1.409716315,0
1,7,1,51,0,1,1,-0.245633984,23,-0.572206235,0
0,1,1,5,1,2,1,0.015351886,59,0.767809894,0
0,7,1,3,1,1,0,-0.751963759,23,-1.577218331,0
0,6,1,40,0,1,1,-0.004186244,23,-1.732755918,1
0,5,1,21,1,1,0,0.116824109,71,0.07387297,0
1,1,1,3,1,2,0,0.350880591,50,0.707987746,0
1,1,1,3,1,2,0,0.153322023,50,-1.19435658,0
0,1,1,4,1,2,1,0.278457728,50,1.36603138,0
0,2,1,51,1,2,0,0.494752274,50,1.318173662,0
1,5,1,21,0,1,1,0.029504138,71,-1.098641142,1
1,7,1,21,1,1,0,0.68417473,71,0.325125995,0
0,4,1,42,0,1,1,0.128168829,23,-0.368810929,1
1,1,1,31,1,2,0,-0.692604515,50,-0.895245837,0
1,2,1,27,1,1,0,0.360277228,71,0.851560902,0
0,1,1,19,0,2,1,0.855663359,50,0.396912573,0
0,1,1,36,1,2,0,-0.158084827,50,1.641213264,0
1,1,1,30,0,2,1,-0.016218523,59,0.803703183,0
0,4,1,35,1,1,0,-0.247811253,19,-0.907210267,0
0,0,1,42,0,2,1,0.601094706,59,1.019062918,1
0,6,1,22,0,1,1,-0.174185163,23,1.521568967,0
1,6,1,41,0,0,1,-0.159918317,71,0.396912573,0
1,1,1,7,0,2,1,0.363772319,50,1.306209232,0
0,7,1,21,1,1,0,1.107252592,23,-1.314000877,0
1,9,1,3,0,1,1,-0.252967944,20,0.049944111,0
0,6,1,51,0,1,1,-0.182836945,71,0.181552838,0
0,2,1,33,0,2,1,0.24619976,50,-1.493467323,0
1,0,1,26,1,2,0,0.085425589,59,1.042991778,0
0,5,1,2,0,1,1,-0.01845309,71,1.222458224,1
1,2,1,2,1,2,0,-0.225236405,50,-1.684898199,0
0,4,1,21,1,1,0,0.845693756,50,0.755845465,0
1,2,1,21,1,2,0,-1.604364809,54,0.827632043,0
0,2,1,51,0,2,0,0.436596257,50,1.042991778,0
0,1,1,38,1,2,0,-1.604364809,59,-1.660969339,0
0,4,1,21,0,1,1,0.327560888,23,-1.373823026,1
1,1,1,21,0,1,1,-1.604364809,54,1.629248834,0
0,10,1,21,0,1,1,0.860017899,71,-0.536312946,0
0,6,1,51,0,1,1,0.350765998,71,-1.002925705,0
1,1,1,23,0,2,1,-0.523636934,50,0.94727634,1
0,3,1,21,0,1,1,0.291922422,50,0.839596473,1
0,1,1,22,1,2,0,-0.397985559,50,-0.033806897,0
0,6,1,11,1,1,0,0.101182145,83,-1.337929737,0
0,1,1,7,1,2,0,-1.604364809,59,-0.117557905,0
0,1,1,5,0,2,1,-0.406809231,50,1.078885067,0
0,3,1,50,0,1,1,0.314382677,23,-0.021842467,0
0,6,1,21,1,1,0,0.217666069,23,1.054956208,0
0,4,1,21,1,1,0,0.763415884,23,-1.601147191,0
0,1,1,24,1,2,0,0.054256256,50,0.049944111,0
0,2,1,51,0,1,1,-0.353981795,23,1.078885067,0
1,5,1,42,0,1,1,-0.312212596,71,-1.445609604,1
0,1,1,28,0,2,1,0.327560888,50,-0.297024351,1
0,4,1,35,0,1,1,-0.401366057,71,-1.182392151,1
1,6,1,21,1,1,0,0.237719868,71,0.361019284,0
0,4,1,0,0,1,1,-1.604364809,23,0.07387297,1
0,1,1,36,1,2,0,1.139911636,50,0.002086392,0
1,11,1,21,0,0,1,-1.604364809,22,-0.632028383,0
0,3,1,21,1,2,0,0.073794386,50,-0.859352548,0
0,3,1,51,1,2,0,1.650538654,49,-0.129522335,0
0,7,1,22,1,1,0,0.747773921,71,0.061908541,0
1,1,1,9,1,2,0,0.8048986,50,-1.720791488,0
1,3,1,51,1,2,0,0.394082204,52,1.114778356,0
0,3,1,21,0,2,1,1.693912156,23,-0.823459259,0
1,1,1,51,0,2,1,-0.120670168,50,-0.596135094,0
0,9,1,21,1,1,0,-0.140036408,23,-1.672933769,0
0,4,1,21,0,1,1,-0.569703375,23,-1.002925705,0
1,5,1,29,0,1,1,-0.350486704,23,1.031027348,0
1,1,1,10,0,2,1,0.541105198,50,-1.266143159,0
1,1,1,36,1,2,0,-0.318687109,50,-0.536312946,0
1,1,1,7,1,2,0,0.349906549,50,-0.105593475,0
1,11,1,41,1,1,0,-1.604364809,71,0.349054854,0
0,8,1,15,0,1,1,0.278113949,71,-0.261131062,0
0,4,1,43,0,1,1,-1.604364809,37,-1.19435658,0
1,1,1,21,1,2,0,-0.383088452,50,1.413889099,0
1,2,1,44,1,2,0,-0.444739559,50,1.282280372,0
0,6,1,25,0,1,1,-1.604364809,52,-0.943103556,0
0,2,1,36,1,2,0,-0.292502577,50,1.581391115,0
1,0,1,12,0,2,1,0.446050191,59,-0.739708251,0
1,1,1,42,0,2,1,-0.075921548,50,-0.967032416,0
0,8,1,21,0,1,1,0.70755173,23,0.995134059,1
0,5,1,21,0,1,1,1.949454852,71,1.019062918,1
1,1,1,24,1,2,0,0.061131844,59,-1.325965307,0
1,7,1,3,0,0,1,-1.604364809,55,1.605319975,0
1,6,1,21,0,1,1,-1.604364809,71,0.899418621,1
1,3,1,21,1,1,0,0.824551323,71,-0.428633078,0
1,1,1,27,1,2,0,0.082618057,50,-0.584170664,0
1,1,1,2,1,2,0,-0.787029259,50,1.473711248,0
1,7,1,32,0,1,1,0.394024907,71,-0.249166632,0
0,5,1,9,0,1,0,0.426397468,23,0.301197135,0
0,2,1,21,1,2,0,-0.257150594,49,0.277268276,0
0,1,1,51,1,2,0,1.333745927,59,-0.859352548,0
0,2,1,21,0,2,1,-1.604364809,54,0.337090424,0
1,5,1,21,0,1,1,-1.604364809,71,0.552450159,0
0,4,1,22,0,1,1,-1.604364809,54,0.54048573,0
0,9,1,21,0,0,1,0.471890944,71,-0.488455227,0
0,12,1,21,0,1,1,1.232159111,71,-0.129522335,0
0,2,1,51,1,2,0,1.672368647,50,0.420841432,0
1,2,1,10,1,2,0,-0.32350002,50,1.509604537,0
0,6,1,21,1,1,0,0.843860266,22,-1.505431753,0
0,6,1,2,0,1,1,-0.054435335,52,1.294244802,0
1,10,1,36,0,1,1,0.819050852,19,1.090849497,0
1,1,1,9,0,2,0,0.43304387,50,1.342102521,0
0,11,1,21,0,0,1,4.636778508,70,-0.261131062,0
1,4,1,21,0,1,1,0.638337475,71,-1.050783424,0
1,11,1,43,1,1,0,-1.604364809,47,-0.739708251,0
1,5,1,12,1,1,0,-1.604364809,71,-0.009878038,0
1,1,1,3,1,2,0,0.008590891,50,-1.433645175,0
1,6,1,29,1,1,0,-0.158772386,23,0.121730689,0
0,9,1,21,0,1,1,0.817847624,22,-1.242214299,0
0,12,1,36,1,1,1,1.008645197,6,1.114778356,0
1,3,1,21,0,2,1,0.773901156,71,0.229410557,0
1,2,1,36,1,2,0,1.38812037,50,1.689070983,0
0,5,1,21,0,1,0,1.214225285,22,0.468699151,0
1,6,1,21,0,1,1,1.653002407,71,-1.050783424,0
1,4,1,21,0,1,1,1.147474783,71,-1.565253902,0
1,2,1,21,0,2,1,0.3473855,52,1.557462256,0
1,5,1,43,1,1,1,-1.604364809,23,-0.512384086,0
0,10,1,51,1,1,0,1.0186148,71,1.712999842,0
0,2,1,21,1,2,0,0.618627456,50,-1.038818994,0
0,10,1,16,0,0,1,-1.604364809,71,0.037979681,0
0,12,1,46,1,1,0,0.827588041,116,0.863525332,0
0,5,1,21,0,1,1,-0.546154485,71,1.126742786,1
0,8,1,42,0,1,1,0.346640645,71,-0.931139126,0
1,5,1,41,0,1,1,-0.402340099,71,-0.536312946,0
1,1,1,51,1,2,0,0.368470637,50,1.40192467,0
1,1,1,51,0,2,1,-0.294049584,59,0.337090424,0
1,1,1,21,1,2,0,-0.429555969,50,1.461746818,0
0,1,1,46,1,2,0,0.724110438,50,0.839596473,0
1,2,1,24,1,2,0,-0.139979111,59,-1.086676713,0
1,1,1,22,1,2,0,0.134471452,50,-1.493467323,0
1,2,1,7,1,2,0,0.578004188,50,1.533533397,0
1,7,1,21,0,1,1,1.422555608,71,0.432805862,0
1,1,1,14,0,2,0,-1.604364809,59,1.210493794,0
0,1,1,21,0,2,1,1.772809531,50,-0.057735757,1
1,11,1,21,0,1,1,1.956387737,71,-0.978996845,0
0,2,1,12,0,2,1,-0.346475944,50,-0.596135094,0
0,2,1,9,0,2,0,0.515264446,50,-1.21828544,0
0,1,1,24,1,2,0,-0.168111727,50,-0.943103556,0
0,1,1,7,0,2,1,-1.604364809,50,0.181552838,0
0,7,1,23,0,1,1,0.250095927,23,-1.732755918,0
0,2,1,6,1,2,0,-0.285283209,50,-0.308988781,0
1,1,1,23,0,2,1,-1.604364809,59,-0.189344484,0
1,1,1,50,1,2,0,0.865117293,50,-0.691850532,0
0,1,1,10,1,2,0,1.71705997,50,-0.081664616,0
0,6,1,22,1,1,0,-0.383890603,72,1.653177694,1
0,6,1,7,0,1,1,1.095965168,71,-0.297024351,0
0,3,1,16,0,1,1,-0.001722492,54,0.444770292,0
0,6,1,22,1,1,0,-1.604364809,71,-1.361858596,0
0,1,1,46,1,2,0,0.365663106,50,1.354066951,0
1,1,1,7,0,2,1,-1.604364809,50,-0.715779391,0
0,1,1,10,0,1,1,2.041014768,23,-0.77560154,0
1,6,1,21,1,1,0,0.719526713,23,-1.302036448,0
0,1,1,4,1,2,0,1.786618004,50,1.677106553,0
1,1,1,51,1,2,0,0.290719194,50,0.51655687,0
1,6,1,51,0,0,1,0.959198259,71,-0.883281407,1
1,2,1,21,0,1,0,-0.182034793,55,-1.19435658,0
0,1,1,36,1,2,0,-1.604364809,50,0.755845465,0
0,4,1,14,0,1,1,-1.604364809,55,1.449782388,0
0,4,1,21,0,1,1,0.101640518,23,1.569426686,1
0,3,1,20,1,1,0,-0.137973731,71,1.354066951,0
1,8,1,21,0,1,1,0.595078566,22,-0.77560154,1
1,1,1,52,1,2,0,-0.555493826,50,-0.584170664,0
1,1,1,12,0,2,1,-0.090875952,59,0.253339416,0
1,1,1,3,1,2,0,-0.000633857,50,-1.110605572,0
1,6,1,44,1,1,1,-1.604364809,54,1.533533397,0
0,8,1,51,0,1,1,-1.604364809,71,1.246387083,0
0,1,1,51,0,1,1,-0.04916405,23,1.629248834,1
1,6,1,21,0,1,1,0.846152129,23,0.480663581,0
1,4,1,29,0,1,0,-1.604364809,23,0.205481697,0
0,6,1,3,0,2,1,-1.604364809,0,-0.871316978,0
0,2,1,14,1,2,0,-0.465824696,50,-0.895245837,0
0,6,1,41,1,1,0,-0.183352614,23,-1.098641142,0
0,10,1,21,0,1,1,0.655010777,69,1.37799581,0
1,3,1,21,0,1,1,1.163116746,22,0.755845465,0
0,1,1,21,0,2,1,0.310257324,50,1.306209232,0
0,4,1,11,0,1,1,-0.111044344,23,-1.732755918,0
1,2,1,41,1,2,0,-0.399074194,50,-0.129522335,0
1,1,1,42,0,2,1,-0.034610722,50,1.354066951,0
0,4,1,21,0,1,1,0.969454344,22,-1.589182761,0
0,3,1,34,0,1,1,-0.113107021,52,-0.069700186,1
0,6,1,25,0,1,1,-1.604364809,71,0.169588408,0
0,9,1,21,1,1,0,2.380038564,102,-1.505431753,0
1,2,1,26,1,2,0,0.249580258,50,1.102813927,0
0,6,1,0,0,1,1,-1.604364809,109,-1.493467323,0
0,1,1,21,1,1,0,2.729834115,52,-1.481502894,0
0,6,1,21,0,1,1,0.588088385,71,-0.608099524,0
1,2,1,31,1,2,0,-0.343095447,50,0.636201167,0
1,7,1,3,1,1,0,0.394655169,50,0.911383051,0
0,4,1,21,0,1,1,-0.015702854,23,-0.117557905,0
0,8,1,21,1,1,0,1.726055531,71,-1.146498861,0
1,7,1,42,1,1,0,-0.179399151,50,0.983169629,0
0,1,1,41,1,2,0,-0.634448498,59,0.037979681,0
0,6,1,21,0,0,1,0.056032449,55,1.689070983,0
1,2,1,46,1,2,0,0.409323091,50,0.54048573,0
1,1,1,41,1,2,0,-0.034037756,59,-0.703814962,0
0,4,1,40,1,1,0,-0.155391888,8,-0.512384086,0
1,9,1,21,0,1,1,1.312431603,71,1.042991778,0
1,1,1,21,1,2,0,0.301089873,50,0.432805862,0
1,2,1,26,0,2,0,-0.219850528,50,0.576379019,0
0,7,1,28,1,1,0,-1.604364809,50,0.349054854,0
0,4,1,21,0,1,0,0.012372464,23,1.40192467,0
0,4,1,40,1,1,0,0.036265133,23,-0.440597508,0
0,1,1,27,0,2,1,-0.175388391,59,0.636201167,1
1,2,1,21,1,2,0,0.715859732,50,0.217446127,0
0,4,1,21,0,1,1,0.362053422,23,-0.093629046,0
1,1,1,51,0,1,1,0.110177707,52,1.090849497,0
1,2,1,38,1,2,0,-0.431905128,50,-1.64900491,0
1,3,1,36,0,1,0,-1.604364809,54,0.420841432,0
0,6,1,38,0,1,1,-0.303904594,23,1.318173662,0
1,1,1,21,1,2,0,1.108513116,50,-1.314000877,0
1,7,1,46,0,0,1,-1.604364809,71,1.37799581,0
0,1,1,46,1,2,0,0.751899274,50,-0.608099524,0
1,0,1,10,0,2,0,-1.604364809,59,-1.529360612,1
1,6,1,43,1,1,0,-1.604364809,23,-0.77560154,0
1,11,1,21,0,0,1,1.095506795,71,1.557462256,0
1,1,1,46,1,2,0,-0.001378712,50,0.372983713,0
0,8,1,46,1,1,0,0.588145681,71,0.899418621,0
0,5,1,7,0,1,1,-1.604364809,23,0.995134059,0
0,7,1,3,0,1,1,0.196466339,72,-0.189344484,0
1,5,1,7,0,1,0,0.528499953,23,1.593355545,0
1,7,1,21,1,1,1,-0.456198873,23,0.707987746,0
1,10,1,41,1,1,1,-0.407725976,23,-0.990961275,0
0,4,1,22,1,1,0,-1.604364809,60,0.456734721,0
1,2,1,21,0,2,0,-1.604364809,0,-1.601147191,0
1,9,1,21,1,1,0,0.207524577,71,-1.325965307,0
1,1,1,24,1,2,0,-0.030886445,50,-1.696862629,0
0,2,1,49,0,2,1,-0.960752455,50,0.229410557,0
0,7,1,21,0,1,1,0.070986854,71,-0.093629046,1
0,12,1,42,1,1,1,0.218525518,71,0.875489762,0
0,3,1,41,1,2,0,-0.337996052,50,1.078885067,0
1,4,1,21,0,1,1,0.301662839,23,-1.493467323,0
1,1,1,23,0,2,0,0.0651999,50,0.767809894,0
0,7,1,21,0,1,1,-0.532002233,55,-1.613111621,0
1,1,1,17,1,2,0,-0.165017712,50,1.138707216,0
0,2,1,18,0,2,1,-0.384005197,71,-0.76363711,0
1,7,1,21,1,1,0,0.669220325,71,-1.361858596,0
0,6,1,1,0,1,1,-1.604364809,23,-0.105593475,1
1,1,1,51,0,2,1,3.05768508,50,0.827632043,1
0,5,1,21,0,1,1,0.335983483,71,0.803703183,0
0,1,1,36,1,2,0,-0.318286033,50,1.509604537,0
1,1,1,26,0,2,1,0.471146088,50,-0.632028383,0
0,2,1,23,1,2,0,-1.604364809,50,0.157623978,0
1,1,1,2,0,2,1,-0.403600623,50,0.827632043,0
1,1,1,40,0,2,1,0.14352431,50,1.150671645,0
0,6,1,41,0,1,1,0.522483814,71,1.210493794,1
1,1,1,30,0,2,1,0.225744885,49,-1.64900491,0
1,2,1,43,1,2,0,-1.604364809,50,-1.62507605,0
1,6,1,41,0,0,1,-1.604364809,71,0.049944111,0
0,1,1,44,0,2,0,0.170797476,50,0.0858374,0
1,7,1,10,1,1,0,0.471375274,50,0.731916605,0
1,5,1,21,0,1,1,0.357355103,71,-0.955067986,0
0,7,1,21,0,1,1,0.015466479,71,0.93531191,1
0,5,1,21,0,1,1,0.498247365,71,1.342102521,0
1,6,1,21,0,1,1,0.627623017,71,-1.038818994,1
1,8,1,51,0,0,1,2.572268552,109,-1.002925705,0
0,3,1,21,0,1,1,3.079629666,71,0.253339416,1
0,1,1,21,0,1,1,-0.388073253,23,-0.34488207,0
0,1,1,38,0,2,0,-1.604364809,50,-0.093629046,0
0,2,1,30,0,2,1,-0.345158123,50,-0.895245837,0
0,6,1,21,1,1,0,1.053393817,71,0.061908541,0
1,1,1,10,1,2,0,-0.326250256,50,0.337090424,0
0,8,1,24,0,1,1,0.017987528,23,0.731916605,0
0,5,1,21,0,1,1,1.446448277,71,0.444770292,0
0,10,1,21,0,1,1,1.586022718,73,-0.620063954,0
1,7,1,27,0,1,1,-1.604364809,71,0.552450159,1
0,5,1,21,0,1,0,0.42353264,71,0.648165597,0
0,4,1,21,0,1,1,1.225283523,71,0.839596473,0
0,1,1,51,1,2,0,0.443242659,50,1.689070983,0
1,1,1,49,1,2,0,-0.641610569,50,-1.290072018,0
0,2,1,51,1,2,0,0.160942466,50,0.265303846,0
1,8,1,41,0,1,1,0.917715543,10,-1.541325042,0
0,4,1,21,0,1,1,0.398952412,71,1.617284405,0
0,6,1,15,0,1,1,-1.604364809,105,-0.931139126,0
0,1,1,21,1,2,0,1.190046133,50,-1.601147191,0
1,2,1,36,0,1,1,-1.604364809,54,-0.297024351,1
0,3,1,4,0,1,1,-0.181003454,23,-0.177380054,0
0,6,1,43,0,1,0,-1.604364809,54,-0.045771327,0
0,5,1,42,1,1,0,0.40216102,71,0.372983713,0
0,8,1,21,0,1,1,0.296735334,71,-0.931139126,0
1,5,1,51,0,0,1,0.76215536,23,1.234422653,1
0,5,1,4,1,1,0,0.477047635,71,-0.691850532,0
1,1,1,21,1,2,0,-1.604364809,55,-1.349894167,0
0,6,1,21,0,1,1,0.367439299,71,-1.517396183,0
1,3,1,21,0,1,1,-0.127603053,23,1.37799581,1
1,1,1,21,0,2,0,2.302745493,50,0.10976626,0
1,6,1,27,0,1,1,0.738491877,71,-1.445609604,0
0,5,1,21,0,1,1,0.478766532,55,0.827632043,1
0,1,1,40,0,1,1,-1.604364809,55,1.150671645,0
0,3,1,10,0,1,1,0.235485302,23,-1.20632101,0
1,6,1,43,0,1,1,-1.604364809,71,-0.081664616,0
0,9,1,21,0,1,1,0.121522427,71,-0.907210267,0
1,11,1,35,0,1,1,-0.244144273,71,-1.134534432,0
1,4,1,41,1,1,0,-0.252681462,71,-0.572206235,0
0,4,1,11,0,1,1,-1.604364809,83,-1.337929737,0
0,11,1,1,1,1,0,-1.604364809,71,-1.050783424,0
1,1,1,46,0,2,1,0.044401246,50,-1.314000877,0
1,9,1,21,0,1,1,0.897547151,23,0.95924077,0
1,1,1,51,0,2,1,0.458139767,23,0.827632043,0
1,5,1,21,1,1,1,0.178761699,71,0.576379019,0
1,1,1,23,0,2,1,0.486558865,50,-1.421680745,1
0,7,1,31,0,1,1,0.123928883,23,0.564414589,0
1,7,1,19,1,1,0,-0.195671376,67,-0.572206235,0
0,4,1,19,0,0,1,-1.604364809,54,1.545497826,0
0,12,1,7,0,1,1,0.047781744,71,0.396912573,0
0,11,1,21,1,1,0,0.35122437,94,-0.859352548,0
0,7,1,42,0,1,1,-1.604364809,54,1.473711248,1
0,8,1,21,0,1,1,0.641488786,52,-0.297024351,0
0,6,1,21,0,1,1,0.163749998,94,0.54048573,1
1,2,1,7,0,2,1,-0.548503645,50,0.444770292,0
1,3,1,22,1,2,0,-0.110872455,50,-1.660969339,0
0,3,1,42,0,2,1,-1.604364809,54,1.413889099,0
0,3,1,21,0,1,1,0.579264713,23,1.617284405,0
0,5,1,21,0,0,1,0.49899222,97,1.641213264,0
0,2,1,22,1,2,0,0.069898219,50,-0.584170664,0
