Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1,7,1,25,0,1,0,-1.645728962,69,1.154420437,0
0,1,1,42,0,2,1,0.058423915,49,0.712894059,0
1,11,1,41,0,1,1,0.685341477,69,0.521963733,1
1,1,1,46,1,2,0,0.274000312,49,-0.062760389,0
0,9,1,27,0,1,1,0.020917032,51,-1.697601303,0
1,5,1,36,0,1,1,-0.027465672,23,-0.731016529,0
0,6,1,44,1,1,0,-0.227110462,49,-0.026960953,0
1,3,1,26,0,1,1,0.021504914,53,-0.146292407,1
0,1,1,51,0,2,1,0.647187923,49,1.572080525,0
0,1,1,42,1,2,0,-0.048276701,49,-0.707150239,0
0,8,1,27,1,1,0,0.316504194,23,-1.470871541,0
1,2,1,3,1,2,0,0.449071627,58,0.796426077,0
1,3,1,51,0,1,0,2.140114732,23,-0.683283948,0
0,1,1,41,1,2,0,-0.638745568,58,-1.482804687,0
0,1,1,22,1,2,0,-0.158622188,49,-1.506670978,0
1,3,1,43,1,1,0,-1.645728962,23,-1.709534449,0
1,8,1,52,1,1,1,-0.724047273,69,0.044637919,0
0,6,1,21,0,1,1,0.833722941,23,0.032704774,0
1,5,1,0,0,1,1,-1.645728962,53,-1.42313896,0
0,3,1,24,1,2,0,-1.645728962,49,-1.673735013,0
1,1,1,23,0,2,0,-0.470023381,49,1.40501649,0
1,1,1,41,1,2,0,-0.151508813,49,0.939623821,0
0,2,1,39,0,2,1,-1.645728962,58,-0.766815965,0
0,1,1,3,1,2,0,0.134966176,49,-1.220275489,0
1,7,1,1,0,1,1,-1.645728962,69,0.629362042,0
0,3,1,51,1,1,0,-1.645728962,23,-0.253690715,0
1,1,1,12,1,2,0,-0.529693423,49,0.521963733,0
0,1,1,22,1,2,0,-1.645728962,49,1.40501649,0
0,7,1,21,0,0,1,1.2241355,23,-1.208342344,1
1,3,1,28,0,1,1,-1.645728962,54,0.271367681,1
0,5,1,51,0,1,0,0.570116569,70,1.058955275,0
0,2,1,46,1,2,0,0.443780687,49,-0.026960953,0
1,12,1,42,1,1,0,1.275692767,23,0.975423257,0
0,1,1,19,1,2,0,0.160127533,49,0.510030588,0
1,5,1,41,1,1,0,-0.069205307,23,-0.838414837,0
0,6,1,21,0,1,0,0.380113047,68,-0.253690715,0
1,7,1,30,1,1,0,0.420735706,23,1.345350763,0
0,7,1,43,0,1,1,-1.645728962,52,-1.148676617,1
1,1,1,15,1,2,0,0.055014198,49,-1.518604123,0
1,7,1,21,0,1,1,0.194753794,69,-1.447005251,0
0,8,1,22,0,1,1,1.745234268,23,0.820292367,0
1,4,1,21,1,1,0,0.949712096,69,-0.993545727,0
1,4,1,21,0,1,1,-0.192601778,77,-0.146292407,1
1,1,1,49,1,2,0,0.663707413,49,0.199768809,0
0,7,1,21,0,1,1,4.141383266,69,1.393083345,0
0,3,1,36,0,1,1,-0.09912851,23,-0.719083384,0
0,1,1,41,1,2,0,0.050781447,49,0.462298007,0
0,1,1,51,0,2,1,0.14537169,69,-1.60213614,0
0,10,1,43,0,1,1,-1.645728962,23,0.331033408,0
1,1,1,23,0,2,1,-0.205417609,49,-1.435072105,0
0,4,1,43,1,1,0,-1.645728962,22,-1.626002431,0
1,11,1,41,0,1,1,-0.275963472,23,1.047022129,0
1,4,1,23,0,1,1,-0.402652082,51,-1.506670978,1
0,4,1,41,0,1,0,0.16518332,23,-0.146292407,0
0,1,1,24,1,2,0,-0.140985722,49,0.677094623,0
1,7,1,7,1,1,0,-1.645728962,49,-1.470871541,0
1,1,1,7,0,2,1,0.09522534,58,-0.098559825,0
1,6,1,24,0,1,0,-1.645728962,69,-1.542470414,0
1,1,1,40,1,2,0,0.203630815,49,0.223635099,0
1,10,1,21,0,0,1,1.526130578,23,-0.862281128,1
1,1,1,2,1,2,0,-0.163207669,49,0.486164297,0
0,9,1,46,0,1,1,0.748127294,114,-0.337222732,0
0,6,1,21,0,1,0,0.356362606,23,-1.351540088,0
1,8,1,4,0,1,1,-1.645728962,69,-0.838414837,0
0,4,1,36,0,1,1,-0.048159125,69,0.450364861,0
0,1,1,42,0,2,1,-1.645728962,49,-1.554403559,0
1,1,1,23,0,2,1,-1.645728962,69,0.73676035,0
0,2,1,51,0,2,1,0.80932583,59,-1.482804687,0
0,3,1,51,1,1,0,0.790102082,49,-0.993545727,0
0,1,1,34,1,2,0,-0.701766538,49,-1.256074925,0
1,1,1,12,1,2,0,-0.469905804,49,-0.874214274,0
1,1,1,36,0,2,1,0.078941003,49,-0.26562386,0
1,2,1,51,1,2,0,0.97399163,49,0.307167117,0
0,4,1,21,0,1,1,0.620792013,23,0.438431716,0
1,3,1,23,1,2,0,0.302159869,49,-1.160609762,0
0,3,1,21,0,1,1,0.7096798,69,0.665161478,1
1,6,1,21,0,1,1,0.460946847,22,-1.637935576,0
0,11,1,24,1,1,0,-0.541745007,69,-1.60213614,0
1,1,1,20,1,2,0,-0.329401962,49,-1.42313896,0
1,1,1,17,1,2,0,-1.645728962,49,0.760626641,0
1,1,1,42,0,2,1,0.148311101,49,1.548214234,0
0,2,1,36,1,2,0,0.134437082,49,-0.253690715,0
0,5,1,23,0,1,1,-0.281136835,51,1.082821565,0
1,1,1,12,1,2,0,0.09422594,49,0.832225513,0
1,1,1,41,1,2,0,0.211273283,49,-1.291874361,0
0,1,1,27,1,2,0,-0.344569323,49,-1.053211454,0
0,2,1,36,1,2,0,-1.645728962,49,0.056571064,0
0,9,1,21,0,1,1,0.947419355,69,1.273751891,1
1,1,1,13,0,2,1,-1.645728962,49,-0.695217093,0
0,11,1,46,0,1,1,1.757932523,114,0.724827204,1
0,2,1,15,0,1,1,-1.645728962,53,-0.325289587,0
1,1,1,42,0,2,1,0.050605082,49,0.58162946,0
1,4,1,3,1,1,0,0.067242148,23,1.536281089,0
0,6,1,21,0,1,1,1.591679441,23,1.595946816,1
0,2,1,21,0,0,1,-1.645728962,53,1.333417618,1
1,3,1,10,0,2,1,0.209803578,69,1.058955275,1
1,5,1,21,1,1,0,1.571221141,69,0.808359222,0
0,6,1,21,1,1,0,-1.645728962,53,1.154420437,0
0,12,1,21,1,1,1,0.195635617,23,-1.232208634,0
1,7,1,36,1,1,0,1.091509279,49,-0.504286767,0
1,1,1,18,1,2,0,-0.051392477,49,0.963490112,0
0,1,1,21,1,2,0,-0.346744487,49,-0.504286767,0
1,4,1,50,0,1,1,0.113802417,69,-0.57588564,0
0,7,1,21,1,1,0,1.275516402,69,1.56014738,0
1,1,1,24,1,2,0,-0.007124948,49,-0.134359261,0
0,2,1,29,1,2,0,0.872934682,49,-1.08901089,0
1,1,1,45,0,2,1,-0.04898216,58,-0.456554186,1
0,2,1,51,1,1,0,-0.054625829,23,0.712894059,0
1,10,1,5,1,1,0,0.740249673,23,-0.110492971,0
0,5,1,21,0,0,1,0.092285929,69,0.438431716,0
0,3,1,50,0,1,1,-0.025760814,51,1.130554147,1
0,7,1,38,0,1,1,0.081997991,23,-0.695217093,0
0,7,1,21,0,0,1,0.84695029,69,0.689027768,0
0,6,1,51,0,1,1,0.663531048,69,-0.134359261,1
0,9,1,16,0,1,0,-0.135342053,69,-0.373022168,0
1,1,1,31,1,2,1,0.154189923,49,-0.59975193,0
0,1,1,24,0,2,1,0.412035049,49,1.011222693,0
1,1,1,40,0,2,1,-0.514702427,49,0.903824385,0
0,2,1,36,1,2,0,-0.006066761,49,1.381150199,0
0,7,1,21,1,1,0,1.181161312,23,-1.112877181,0
0,1,1,21,1,2,0,0.108452689,49,0.521963733,0
1,1,1,30,0,2,1,-0.20870975,49,-0.921946855,0
1,1,1,3,1,1,0,0.7710547,23,-0.826481692,0
1,3,1,23,0,2,1,-0.055801593,49,0.975423257,0
0,1,1,30,1,2,0,-1.645728962,49,-0.731016529,0
0,1,1,14,1,2,0,-0.224758933,49,0.104303646,0
1,4,1,42,0,1,0,0.116918193,49,0.760626641,0
0,4,1,21,0,1,1,-0.141926333,23,0.999289548,1
0,2,1,36,1,2,0,0.441664311,49,0.498097443,0
1,6,1,21,0,1,1,-0.309120027,69,-1.637935576,0
0,5,1,3,0,1,1,-0.389483522,20,-0.552019349,1
0,7,1,21,1,1,0,0.494808861,69,-1.661801867,0
0,1,1,20,1,2,0,-0.095366064,49,1.512414798,0
0,5,1,21,0,0,1,1.22972038,69,0.211701954,1
1,11,1,42,1,1,0,1.004973021,57,0.24750139,0
0,4,1,51,0,1,1,-0.493891398,23,-1.506670978,0
1,1,1,2,0,2,0,-0.358619707,49,-1.566336704,0
0,4,1,6,1,1,0,0.112861805,23,-1.279941216,0
0,5,1,33,1,1,0,0.047606883,23,-0.862281128,0
1,2,1,49,1,2,0,0.045843236,49,1.035088984,0
1,11,1,41,0,1,0,1.805433404,9,1.142487292,0
1,6,1,21,0,1,0,-1.645728962,23,-1.256074925,0
0,6,1,21,0,1,1,1.980857448,94,-1.005478872,0
0,6,1,15,0,1,1,-0.093778783,23,0.724827204,0
0,6,1,13,0,1,1,-1.645728962,23,0.903824385,1
0,6,1,31,0,1,1,0.470529327,23,-0.384955314,0
1,7,1,23,0,0,1,-1.645728962,54,1.691411979,0
0,7,1,21,0,1,1,0.163478462,69,-0.683283948,1
1,1,1,24,1,2,0,-0.293599937,49,-1.327673797,0
0,1,1,46,1,2,0,-0.18954479,49,0.319100262,0
0,4,1,33,0,1,1,-0.144160286,53,-0.921946855,0
0,5,1,21,0,1,1,-0.016531063,23,-0.098559825,0
1,6,1,42,0,1,0,0.141374091,23,-0.158225552,0
1,1,1,23,1,2,0,0.954473941,49,-0.993545727,0
1,2,1,21,1,2,0,0.712325269,49,-0.75488282,0
1,4,1,21,1,1,0,0.88157655,69,-1.351540088,0
1,2,1,23,1,2,0,0.621673836,49,0.73676035,0
0,11,1,45,1,1,0,-1.645728962,23,-0.528153058,0
0,2,1,51,1,2,0,0.446249792,49,-0.229824424,0
0,6,1,7,0,1,1,0.24601712,23,1.512414798,0
1,2,1,22,1,2,0,-1.645728962,49,0.927690676,0
0,8,1,21,1,1,0,0.379231223,69,-0.182091843,0
0,5,1,21,0,1,1,-0.500945984,23,-0.194024988,1
0,11,1,21,0,1,1,0.899800898,23,1.357283908,0
0,5,1,21,0,1,1,0.191931959,69,0.223635099,1
0,1,1,46,1,2,0,0.402393781,49,1.058955275,0
0,7,1,21,0,1,1,0.94430358,69,-0.528153058,0
1,3,1,27,1,2,0,0.690103323,49,-1.518604123,0
1,12,1,21,1,1,0,-0.027171731,24,-0.170158697,0
1,6,1,22,1,1,0,0.130733424,69,-1.697601303,0
0,11,1,7,1,1,0,0.33478733,69,0.259434536,0
1,2,1,21,0,2,1,-1.645728962,23,0.91575753,0
0,10,1,34,0,1,1,0.731196287,51,0.342966553,0
0,9,1,25,1,1,0,-1.645728962,69,1.082821565,0
1,2,1,34,0,1,1,-0.274905284,53,-1.42313896,0
0,11,1,33,1,1,0,0.756651586,25,0.498097443,0
0,3,1,21,0,1,1,0.403745911,59,1.548214234,0
1,6,1,21,0,1,1,1.17628189,22,1.58401367,1
1,9,1,21,0,1,0,0.62055686,28,-1.60213614,0
0,4,1,36,1,1,0,0.013098199,23,-0.062760389,0
0,8,1,40,0,2,0,-1.645728962,0,-1.208342344,0
0,8,1,4,1,1,0,-1.645728962,51,-1.291874361,0
0,12,1,36,0,1,1,0.189815583,23,-1.029345163,0
1,1,1,21,1,2,0,0.100633856,49,1.381150199,0
0,8,1,21,0,1,1,2.864679525,69,1.285685036,0
0,2,1,45,0,1,1,-1.645728962,51,-0.182091843,1
1,1,1,17,1,2,0,-0.42187583,49,0.545830024,0
0,7,1,15,0,1,1,-0.267615545,69,-0.838414837,0
1,2,1,36,0,2,1,0.584696047,49,0.486164297,0
0,10,1,27,1,1,0,0.570292933,23,-1.42313896,0
1,2,1,22,1,2,0,0.060069985,49,1.082821565,0
1,9,1,12,1,1,0,0.252483824,49,-1.24414178,0
1,5,1,27,1,1,0,0.308744149,23,0.426498571,0
1,6,1,21,1,1,0,0.761942526,23,1.035088984,0
0,1,1,24,1,2,0,0.037260156,49,-0.217891279,0
1,6,1,21,0,1,1,1.379277608,69,0.951556966,1
1,5,1,21,0,1,1,0.535549096,23,1.440815926,0
0,11,1,41,1,1,0,0.061774844,23,0.999289548,0
0,4,1,21,0,2,1,-1.645728962,0,0.211701954,0
0,4,1,41,1,1,0,0.385051257,49,-0.158225552,0
0,1,1,49,1,2,0,-0.545977759,49,1.40501649,0
0,1,1,21,0,2,1,0.8723468,49,-0.015027808,0
0,5,1,36,1,1,0,0.239197687,73,-0.003094662,0
1,2,1,14,1,2,0,-0.603884154,49,1.118621001,0
1,1,1,19,1,2,0,-1.645728962,58,0.426498571,0
1,1,1,24,0,2,1,-0.309766697,49,1.142487292,0
0,1,1,51,1,2,0,1.521074791,49,1.345350763,0
1,5,1,21,0,1,1,0.316386618,69,0.331033408,0
0,9,1,21,0,0,1,2.359159634,22,1.214086164,0
0,1,1,51,0,2,0,-1.645728962,49,1.727211415,0
0,1,1,27,1,2,0,-0.00212795,49,-1.208342344,0
0,7,1,41,1,1,0,-1.645728962,22,0.06850421,0
1,1,1,7,1,2,0,-0.364851258,49,-1.136743471,0
0,9,1,21,0,0,1,0.474938443,69,1.703345124,0
0,7,1,7,0,0,1,-0.052568241,23,-0.814548547,0
0,1,1,51,0,2,1,-0.089428454,49,-1.124810326,0
0,4,1,21,0,1,1,0.129734024,51,0.438431716,0
1,1,1,24,1,2,0,-0.124113503,49,-1.065144599,0
1,4,1,40,1,1,0,-0.093484841,49,1.703345124,0
0,7,1,33,0,1,1,0.289402826,54,-1.172542907,0
1,2,1,24,1,2,0,-0.024291108,49,0.712894059,0
0,6,1,21,0,1,1,0.680579631,22,-0.229824424,0
0,1,1,18,1,2,0,-0.425461911,49,-1.256074925,0
0,6,1,51,0,1,1,0.475349961,23,-1.494737832,0
0,6,1,21,1,1,0,-0.037165728,69,0.700960914,0
0,1,1,6,1,2,0,-0.402005412,49,-0.42075475,0
0,6,1,23,0,1,1,0.6667644,23,1.536281089,0
0,4,1,32,0,1,1,1.194917755,23,1.536281089,0
1,4,1,18,1,1,1,-0.005890396,49,-1.26800807,0
1,4,1,15,0,1,1,-1.645728962,23,0.58162946,1
0,6,1,22,0,1,0,-1.645728962,69,0.521963733,0
1,3,1,42,0,1,1,0.576112967,51,1.452749071,1
1,2,1,23,1,2,0,-0.19219026,49,-0.683283948,0
1,4,1,21,0,1,1,0.670115328,22,-0.205958133,1
0,11,1,7,0,1,0,0.585401506,49,-1.375406379,0
0,1,1,21,1,2,0,2.477970623,49,-1.673735013,0
0,6,1,21,0,1,1,0.567647464,69,-1.685668158,1
1,4,1,21,0,1,1,0.185406467,23,0.175902518,1
0,2,1,22,1,2,0,-0.251683937,49,0.856091803,0
1,1,1,2,1,2,0,-0.032403882,49,-0.886147419,0
0,3,1,36,0,2,1,-1.645728962,23,-1.26800807,0
1,11,0,21,0,1,1,0.752066105,69,1.464682217,0
0,7,1,7,0,1,0,-0.29054295,23,0.40263228,0
1,1,1,3,1,2,0,0.065890019,49,-0.122426116,0
0,1,1,21,1,2,0,1.257585996,49,0.760626641,0
0,5,1,21,1,1,1,-0.188427814,69,0.868024949,0
0,7,1,51,0,0,1,-1.645728962,69,-1.303807506,1
1,7,1,21,1,1,0,1.364110248,102,-1.124810326,0
1,0,1,50,0,2,1,-1.645728962,58,-1.661801867,0
1,1,1,27,1,2,0,-0.30770911,49,-0.08662668,0
1,1,1,46,0,2,0,1.065995192,49,0.868024949,0
0,1,1,9,1,2,0,-1.645728962,49,-1.100944035,0
0,7,1,41,1,1,0,-0.142279063,69,-1.041278309,0
0,10,1,21,0,1,1,1.207028128,23,0.450364861,0
1,4,1,0,0,1,1,-1.645728962,69,-1.279941216,0
1,3,1,21,0,1,1,0.262419033,22,-0.074693535,0
1,1,1,51,1,2,1,1.474749675,49,-0.528153058,0
0,1,1,49,0,2,0,-1.645728962,49,0.080437355,0
0,1,1,36,1,2,1,0.148722619,49,0.378765989,0
0,3,1,33,0,2,1,-0.039576045,69,0.462298007,0
0,3,1,51,0,1,1,0.350660149,23,-1.506670978,0
0,5,1,41,1,1,0,0.123326108,23,0.366832844,0
0,7,1,27,1,1,0,0.533726662,69,-1.566336704,0
0,2,1,22,1,2,0,-0.251801514,49,-0.695217093,0
0,3,1,38,0,1,1,0.108276324,23,0.199768809,0
1,8,1,21,0,1,1,0.599099161,68,0.545830024,1
0,3,1,21,0,1,1,-1.645728962,23,-0.492353622,0
1,11,1,49,0,1,1,-0.277315601,69,0.593562606,0
0,1,1,5,1,2,0,-0.424286147,49,1.094754711,0
0,10,1,21,0,1,1,1.450587717,93,0.879958094,0
1,2,1,52,1,2,0,-0.306768498,49,0.080437355,0
0,6,1,51,0,1,1,-0.248391797,51,-0.229824424,0
0,3,1,21,0,1,1,2.306367814,22,0.999289548,1
0,5,1,12,0,1,1,-0.092896959,23,-0.134359261,1
1,3,1,21,0,1,1,-1.645728962,54,-1.160609762,0
0,1,1,4,1,2,0,-0.639862544,49,1.631746252,0
0,3,1,21,0,1,1,0.407743509,51,1.572080525,1
0,3,1,21,0,2,1,1.200267483,23,-0.217891279,1
1,2,1,7,1,2,0,0.449071627,49,-0.003094662,0
0,7,1,21,0,1,1,-1.645728962,69,1.428882781,1
1,7,1,21,0,1,0,0.705917354,23,0.211701954,0
1,3,1,21,0,0,1,1.054002395,23,0.879958094,0
1,5,1,13,0,1,1,-1.645728962,23,-1.291874361,1
0,5,1,46,0,1,1,0.226793373,114,-0.707150239,1
1,2,1,40,1,2,0,-0.555266298,49,1.118621001,0
0,6,1,21,0,1,1,0.539076389,69,1.536281089,0
0,6,1,21,0,0,1,0.223736386,69,-1.220275489,0
0,1,1,42,0,2,1,-0.175553194,49,1.655612542,0
0,8,1,51,1,1,0,0.661120731,23,-0.26562386,0
0,5,1,27,0,1,1,1.147358086,57,-0.695217093,0
1,5,1,21,1,1,1,-0.198010294,23,-0.361089023,0
0,2,1,42,1,2,0,0.60968104,49,0.235568245,0
0,1,1,14,1,2,0,-0.005714031,49,-0.42075475,0
1,1,1,31,1,2,0,-0.059270098,49,-0.313356442,0
1,1,1,20,1,2,0,0.333023684,49,-0.456554186,0
1,1,1,35,1,2,0,0.539487907,49,1.190219873,0
1,0,1,46,0,2,0,-0.350212992,58,-1.041278309,0
0,3,1,46,1,2,0,-0.335574725,49,-0.444621041,0
0,11,1,30,0,1,1,0.290931319,69,-0.635551366,0
0,1,1,6,1,2,0,-0.554443263,69,1.679478833,0
0,7,1,41,1,1,1,-1.645728962,69,-1.112877181,0
1,7,1,21,0,0,1,0.528259357,69,1.202153019,1
0,6,1,33,1,1,0,0.352071066,23,1.631746252,0
0,11,1,21,0,1,1,0.588282128,69,-0.122426116,0
1,1,1,42,0,1,1,0.425321187,23,0.975423257,0
0,2,1,51,1,2,0,1.032191966,49,-0.969679436,0
1,6,1,32,0,1,1,-1.645728962,69,0.951556966,1
0,12,1,51,1,1,0,0.73343024,22,0.879958094,0
1,1,1,40,1,2,0,-0.451211151,58,1.202153019,0
0,8,1,21,0,1,1,0.341841916,69,0.462298007,0
0,1,1,8,0,2,1,0.07212157,49,1.381150199,0
1,1,1,51,1,2,0,0.754770363,49,-1.721467594,0
0,1,1,21,0,1,1,1.187686804,23,-1.08901089,0
0,1,1,51,1,2,0,0.199809581,49,-0.408821605,0
0,1,1,18,1,2,0,-0.155447624,49,1.679478833,0
1,2,1,21,1,2,0,2.557099566,49,0.342966553,0
1,5,1,22,0,1,1,-0.357620307,23,-0.349155878,1
1,1,1,41,0,2,1,-1.645728962,49,0.414565425,0
1,9,1,21,1,1,0,0.204512638,22,-0.408821605,0
0,9,1,12,1,1,0,-1.645728962,69,-1.339606942,0
1,4,1,51,0,1,1,0.239903146,69,-0.528153058,0
0,2,1,36,0,2,1,-0.010299512,49,0.724827204,0
0,4,1,41,0,1,1,-1.645728962,51,-0.349155878,0
1,9,1,21,0,1,1,0.953121812,22,-0.552019349,0
0,6,1,21,0,1,1,0.287991908,23,0.73676035,0
0,2,1,44,0,2,1,-1.645728962,58,-0.814548547,0
0,2,1,30,1,2,0,0.530199368,49,-1.196409198,0
1,7,1,21,0,0,1,1.090627455,22,1.166353583,1
1,1,1,29,1,2,0,0.488342157,49,-0.623618221,0
1,6,1,7,0,1,0,-0.047865184,22,-1.590202995,0
1,2,1,21,1,2,0,-0.024467473,49,-1.685668158,0
1,6,1,21,1,1,0,0.626141741,96,1.464682217,0
1,5,1,41,0,1,1,0.151779606,69,0.868024949,0
0,10,1,21,1,1,0,0.50903561,79,-0.194024988,0
0,1,1,24,0,2,1,-0.53175101,49,0.879958094,0
1,4,1,21,1,1,0,0.500687683,23,-1.506670978,0
0,1,1,49,1,2,0,0.27970277,49,0.927690676,0
1,10,1,21,0,1,1,0.81361737,69,-1.232208634,0
0,5,1,11,0,1,1,0.500041012,93,-0.802615401,0
1,2,1,10,1,2,0,0.082115567,49,-0.480420477,0
0,1,1,40,0,2,1,0.007278165,49,-1.303807506,0
1,4,1,21,0,1,1,0.148546254,23,-0.468487331,1
1,1,1,10,1,2,0,0.157423275,49,-0.015027808,0
1,5,1,18,1,1,0,-1.645728962,23,-1.57826985,0
0,3,1,23,0,1,1,0.022915831,54,-0.826481692,0
0,10,1,21,0,1,1,1.750054902,69,0.903824385,0
0,1,1,9,0,2,0,1.176634619,49,1.440815926,0
1,1,1,49,1,2,0,0.078823427,49,0.868024949,0
0,5,1,21,1,1,0,0.67270201,23,0.689027768,0
0,10,1,10,1,1,0,0.313447207,30,-1.470871541,0
0,1,1,51,0,2,1,-0.255387595,49,-0.217891279,0
0,7,1,21,0,1,1,0.192461053,51,-0.921946855,0
0,2,1,24,1,2,0,-0.155271259,49,0.73676035,0
0,7,1,41,0,1,1,-0.064913767,9,1.679478833,0
0,10,1,46,1,1,0,0.353305619,23,1.40501649,0
1,5,1,0,0,1,1,-1.645728962,114,-0.134359261,0
0,11,1,21,0,0,1,1.634006959,69,1.476615362,1
0,12,1,21,1,1,0,0.347720738,69,-0.194024988,0
0,6,1,36,0,1,1,1.17592916,23,-1.005478872,0
0,6,1,21,0,1,1,0.40474531,22,-1.637935576,0
1,2,1,49,1,2,0,-0.282253811,49,0.617428896,0
0,10,1,21,0,1,0,0.190050736,93,0.295233972,0
0,1,1,49,1,2,0,-0.447860222,49,0.462298007,0
1,11,1,22,1,1,0,0.39287009,69,-0.802615401,0
0,1,1,36,0,2,1,0.349190444,49,-1.291874361,0
0,7,1,41,1,1,0,-0.1984806,69,-1.26800807,0
0,7,1,21,0,1,1,-1.645728962,53,0.283300826,0
0,4,1,41,0,1,1,-0.051921571,23,0.235568245,1
0,5,1,21,0,0,1,1.084454692,69,1.321484472,0
0,3,1,14,1,2,0,0.156776605,49,1.488548507,0
1,5,1,51,0,1,1,2.494784054,23,1.607879961,0
0,4,1,13,0,1,1,-0.001069762,23,-1.24414178,0
0,4,1,21,0,1,1,0.870171636,49,-1.411205815,0
0,4,1,41,0,1,1,0.433257596,23,-0.587818785,0
0,7,1,21,0,1,1,0.31268296,51,-1.57826985,0
0,5,1,51,0,1,1,0.566706852,23,-0.42075475,0
1,1,1,41,1,2,0,-0.455914208,49,-1.673735013,0
0,10,1,15,0,1,1,-0.049511254,23,0.856091803,0
1,2,1,41,0,2,1,0.281701569,49,-1.196409198,1
0,4,1,21,0,0,1,0.027854042,23,-1.160609762,0
1,5,1,46,1,1,0,0.01503821,69,0.390699134,0
0,1,1,36,1,2,0,0.614325309,49,-0.504286767,0
0,6,1,21,0,1,1,0.167240908,69,1.214086164,0
1,1,1,10,1,2,0,0.12591279,49,0.008838483,0
0,3,1,11,0,2,1,-1.645728962,23,-0.313356442,1
0,8,1,51,0,1,1,-1.645728962,49,-0.59975193,0
0,7,1,28,0,0,1,-0.116000729,69,0.295233972,0
1,4,1,21,0,1,1,-1.645728962,53,0.832225513,0
0,5,1,21,0,1,1,-1.645728962,51,-0.194024988,0
0,1,1,40,1,2,0,-0.340454147,49,-1.399272669,0
0,1,1,51,1,2,0,0.32026664,48,-1.351540088,0
0,2,1,14,1,2,0,-0.325933457,49,-0.814548547,0
1,1,1,36,1,2,0,-0.026466272,49,-1.566336704,0
1,1,1,49,0,2,1,-1.645728962,49,-0.623618221,0
1,0,1,46,1,2,0,-0.295363584,58,0.378765989,0
0,6,1,3,0,1,1,-0.090075125,23,1.679478833,1
0,1,1,3,1,2,0,-0.306592133,49,-0.122426116,0
1,2,1,29,1,2,0,-0.006713431,49,-0.432687895,0
0,0,1,36,1,2,0,0.135612846,58,-1.435072105,0
1,5,1,29,1,1,0,-1.645728962,23,0.677094623,0
0,1,1,51,1,2,0,0.217504834,49,-0.850347983,0
1,3,1,21,1,1,0,0.411212014,23,0.617428896,0
0,1,1,24,1,2,0,0.14472502,49,-1.256074925,0
1,1,1,14,0,2,1,-0.260737323,58,0.187835663,0
0,5,1,21,0,1,1,0.721966537,93,0.712894059,1
0,6,1,23,0,1,1,-0.442510495,54,-1.315740652,0
0,4,1,21,0,1,1,0.118093957,69,-1.60213614,0
0,3,1,3,1,2,0,0.368179038,49,1.679478833,0
1,5,1,33,0,1,1,-1.645728962,53,0.426498571,0
0,7,1,7,1,1,0,0.258480223,69,-1.554403559,0
